"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-10","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2021-11","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2021-12","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2022-01","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2022-02","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2022-03","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2022-04","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2022-05","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2022-06","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2022-07","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2022-08","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2022-09","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2022-10","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2022-11","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2022-12","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2023-01","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174614","1.1.6","","..","","","0"
"2020-08","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10606857","","","","0"
"2020-09","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","9611762","","","","0"
"2020-10","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10117950","","","","0"
"2020-11","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10412961","","","","0"
"2020-12","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11381491","","","","0"
"2021-01","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10922644","","","","0"
"2021-02","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11359111","","","","0"
"2021-03","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","9931214","","","","0"
"2021-04","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","8537347","","","","0"
"2021-05","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","8625194","","","","0"
"2021-06","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","9935789","","","","0"
"2021-07","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10139576","","","","0"
"2021-08","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11777839","","","","0"
"2021-09","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","9390452","","","","0"
"2021-10","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10499940","","","","0"
"2021-11","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10948848","","","","0"
"2021-12","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12135309","","","","0"
"2022-01","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12703795","","","","0"
"2022-02","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10393167","","","","0"
"2022-03","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10216725","","","","0"
"2022-04","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","8636662","","","","0"
"2022-05","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","8883741","","","","0"
"2022-06","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","8347522","","","","0"
"2022-07","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10375913","","","","0"
"2022-08","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11087265","","","","0"
"2022-09","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","9729293","","","","0"
"2022-10","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","9953725","","","","0"
"2022-11","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","10258486","","","","0"
"2022-12","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","12599248","","","","0"
"2023-01","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484832","1.1.11","11910073","","","","0"
"2020-08","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2020-09","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2020-10","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2020-11","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2020-12","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2021-01","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2021-02","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2021-03","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2021-04","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2021-05","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2021-06","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2021-07","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2021-08","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2021-09","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2021-10","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2021-11","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2021-12","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2022-01","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2022-02","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2022-03","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2022-04","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2022-05","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2022-06","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2022-07","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2022-08","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2022-09","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2022-10","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2022-11","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2022-12","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2023-01","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","0","","","","0"
"2020-08","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2338958","","","","0"
"2020-09","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2901225","","","","0"
"2020-10","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3086338","","","","0"
"2020-11","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","4089494","","","","0"
"2020-12","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","4021877","","","","0"
"2021-01","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2993648","","","","0"
"2021-02","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3125903","","","","0"
"2021-03","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","4401310","","","","0"
"2021-04","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2980870","","","","0"
"2021-05","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2592924","","","","0"
"2021-06","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2643825","","","","0"
"2021-07","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","1949930","","","","0"
"2021-08","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","1991364","","","","0"
"2021-09","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2866926","","","","0"
"2021-10","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2924887","","","","0"
"2021-11","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3921195","","","","0"
"2021-12","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3787692","","","","0"
"2022-01","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3957553","","","","0"
"2022-02","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3748666","","","","0"
"2022-03","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3788520","","","","0"
"2022-04","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3444712","","","","0"
"2022-05","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2968532","","","","0"
"2022-06","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2575906","","","","0"
"2022-07","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2444754","","","","0"
"2022-08","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2052649","","","","0"
"2022-09","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2469762","","","","0"
"2022-10","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3512346","","","","0"
"2022-11","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","4237090","","","","0"
"2022-12","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3863316","","","","0"
"2023-01","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3371475","","","","0"
"2020-08","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","296726","","","","0"
"2020-09","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","269821","","","","0"
"2020-10","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","171538","","","","0"
"2020-11","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","139945","","","","0"
"2020-12","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","74015","","","","0"
"2021-01","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","88504","","","","0"
"2021-02","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","142385","","","","0"
"2021-03","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","265253","","","","0"
"2021-04","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","291710","","","","0"
"2021-05","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","329173","","","","0"
"2021-06","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","300645","","","","0"
"2021-07","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","281873","","","","0"
"2021-08","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","302749","","","","0"
"2021-09","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","304228","","","","0"
"2021-10","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","196934","","","","0"
"2021-11","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","159670","","","","0"
"2021-12","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","76995","","","","0"
"2022-01","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","105072","","","","0"
"2022-02","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","141252","","","","0"
"2022-03","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","221128","","","","0"
"2022-04","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","289149","","","","0"
"2022-05","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","348979","","","","0"
"2022-06","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","357144","","","","0"
"2022-07","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","404772","","","","0"
"2022-08","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","351149","","","","0"
"2022-09","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","340774","","","","0"
"2022-10","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","323549","","","","0"
"2022-11","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","187358","","","","0"
"2022-12","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","118702","","","","0"
"2023-01","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","132857","","","","0"
"2020-08","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","6407","","","","0"
"2020-09","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","6717","","","","0"
"2020-10","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","6876","","","","0"
"2020-11","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","12837","","","","0"
"2020-12","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","14821","","","","0"
"2021-01","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","16591","","","","0"
"2021-02","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","11290","","","","0"
"2021-03","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","18404","","","","0"
"2021-04","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","15401","","","","0"
"2021-05","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","11896","","","","0"
"2021-06","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","10442","","","","0"
"2021-07","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","7327","","","","0"
"2021-08","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","14460","","","","0"
"2021-09","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","14221","","","","0"
"2021-10","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","15204","","","","0"
"2021-11","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","16728","","","","0"
"2021-12","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","14272","","","","0"
"2022-01","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","16199","","","","0"
"2022-02","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","12057","","","","0"
"2022-03","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","12303","","","","0"
"2022-04","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","7013","","","","0"
"2022-05","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","5884","","","","0"
"2022-06","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","4785","","","","0"
"2022-07","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","6934","","","","0"
"2022-08","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","7103","","","","0"
"2022-09","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","5156","","","","0"
"2022-10","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","10998","","","","0"
"2022-11","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","18157","","","","0"
"2022-12","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","15231","","","","0"
"2023-01","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v62783202","1.1.10","8953","","","","0"


